Donor,Recipient,Year,dAid,rInflow,dRestrict,rConflict,dGDP,dUnemployment,dPopulation,rDemo,drColonly,drLanguage,drDistance,polity2,rInflowLead
US,Uganda,2001,91.64,457,0,2,11280100,4.800000191,285.544778,0,0,1,12956.73,-4,575
US,Uganda,2002,142.56,575,1,2,11486300,5.900000095,288.467308,0,0,1,12956.73,-4,455
US,Uganda,2003,219.51,455,2,2,11779500,6.099999905,291.290823,0,0,1,12956.73,-4,721
US,Uganda,2004,264.3,721,2,2,12189400,5.599999905,294.06312,0,0,1,12956.73,-4,858
US,Uganda,2005,301.11,858,3,2,12564300,5.199999809,296.820296,0,0,1,12956.73,-1,1372
US,Uganda,2006,316.31,1372,4,2,12898400,4.699999809,299.56447,0,0,1,12956.73,-1,1122
US,Uganda,2007,423.07,1122,5,0,13144400,4.699999809,302.284564,0,0,1,12956.73,-1,1174
US,Uganda,2008,492.28,1174,5,0,13097200,5.900000095,304.989064,0,0,1,12956.73,-1,1364
US,Uganda,2009,503.15,1364,4,0,12690000,9.399999619,307.686729,0,0,1,12956.73,-1,1085
US,Uganda,2010,417.45,1085,5,0,12992000,9.699999809,310.383948,0,0,1,12956.73,-1,1239
US,Ukraine,2005,154.87,22761,3,0,12564300,5.199999809,296.820296,1,0,0,8995.575,6,17142
US,Ukraine,2006,161.57,17142,4,0,12898400,4.699999809,299.56447,1,0,0,8995.575,7,11001
US,Ukraine,2007,152.62,11001,5,0,13144400,4.699999809,302.284564,1,0,0,8995.575,7,10813
US,Ukraine,2008,81.66,10813,5,0,13097200,5.900000095,304.989064,1,0,0,8995.575,7,11223
US,Ukraine,2009,153.18,11223,4,0,12690000,9.399999619,307.686729,1,0,0,8995.575,7,8477
US,Ukraine,2010,233.66,8477,5,0,12992000,9.699999809,310.383948,1,0,0,8995.575,6,8292
US,Uruguay,1997,1.34,427,3,0,9783200,5,272.64334,1,0,0,8948.568,10,367
US,Uruguay,1998,0.81,367,2,0,10213800,4.599999905,275.986072,1,0,0,8948.568,10,267
US,Uruguay,1999,0.69,267,1,0,10711100,4.300000191,279.30003,1,0,0,8948.568,10,426
US,Uruguay,2000,0.61,426,0,0,11158100,4.099999905,282.49631,1,0,0,8948.568,10,541
US,Uruguay,2001,0.91,541,0,0,11280100,4.800000191,285.544778,1,0,0,8948.568,10,536
US,Uruguay,2002,0.79,536,1,0,11486300,5.900000095,288.467308,1,0,0,8948.568,10,469
US,Uruguay,2003,0.5,469,2,0,11779500,6.099999905,291.290823,1,0,0,8948.568,10,787
US,Uruguay,2004,0.9,787,2,0,12189400,5.599999905,294.06312,1,0,0,8948.568,10,1154
US,Uruguay,2005,0.93,1154,3,0,12564300,5.199999809,296.820296,1,0,0,8948.568,10,1664
US,Uruguay,2006,0.28,1664,4,0,12898400,4.699999809,299.56447,1,0,0,8948.568,10,1418
US,Uruguay,2007,0.88,1418,5,0,13144400,4.699999809,302.284564,1,0,0,8948.568,10,1451
US,Uruguay,2008,0.85,1451,5,0,13097200,5.900000095,304.989064,1,0,0,8948.568,10,1775
US,Uruguay,2009,1.28,1775,4,0,12690000,9.399999619,307.686729,1,0,0,8948.568,10,1331
US,Uruguay,2010,0.46,1331,5,0,12992000,9.699999809,310.383948,1,0,0,8948.568,10,1553
US,Uzbekistan,1997,31.86,3311,3,0,9783200,5,272.64334,0,0,0,10996.42,-9,600
US,Uzbekistan,1998,15.38,600,2,0,10213800,4.599999905,275.986072,0,0,0,10996.42,-9,1221
US,Uzbekistan,1999,54.31,1221,1,0,10711100,4.300000191,279.30003,0,0,0,10996.42,-9,1631
US,Uzbekistan,2000,51.93,1631,0,0,11158100,4.099999905,282.49631,0,0,0,10996.42,-9,2031
US,Uzbekistan,2001,74.44,2031,0,0,11280100,4.800000191,285.544778,0,0,0,10996.42,-9,2317
US,Uzbekistan,2002,192.4,2317,1,0,11486300,5.900000095,288.467308,0,0,0,10996.42,-9,1445
US,Uzbekistan,2003,81.92,1445,2,0,11779500,6.099999905,291.290823,0,0,0,10996.42,-9,1995
US,Uzbekistan,2004,50.97,1995,2,0,12189400,5.599999905,294.06312,0,0,0,10996.42,-9,2887
US,Uzbekistan,2005,43.43,2887,3,0,12564300,5.199999809,296.820296,0,0,0,10996.42,-9,4015
US,Uzbekistan,2006,52.17,4015,4,0,12898400,4.699999809,299.56447,0,0,0,10996.42,-9,4665
US,Uzbekistan,2007,18.85,4665,5,0,13144400,4.699999809,302.284564,0,0,0,10996.42,-9,6375
US,Uzbekistan,2008,14.67,6375,5,0,13097200,5.900000095,304.989064,0,0,0,10996.42,-9,5467
US,Uzbekistan,2009,12.15,5467,4,0,12690000,9.399999619,307.686729,0,0,0,10996.42,-9,4770
US,Uzbekistan,2010,32.38,4770,5,0,12992000,9.699999809,310.383948,0,0,0,10996.42,-9,5056
US,Venezuela,1997,0.84,3326,3,0,9783200,5,272.64334,1,0,0,4204.499,8,3129
US,Venezuela,1998,0.83,3129,2,0,10213800,4.599999905,275.986072,1,0,0,4204.499,8,2498
US,Venezuela,1999,2.96,2498,1,0,10711100,4.300000191,279.30003,1,0,0,4204.499,7,4693
US,Venezuela,2000,49.77,4693,0,0,11158100,4.099999905,282.49631,1,0,0,4204.499,7,5170
US,Venezuela,2001,13.7,5170,0,0,11280100,4.800000191,285.544778,1,0,0,4204.499,6,5228
US,Venezuela,2002,20.68,5228,1,0,11486300,5.900000095,288.467308,1,0,0,4204.499,6,4018
US,Venezuela,2003,19.87,4018,2,0,11779500,6.099999905,291.290823,1,0,0,4204.499,6,6220
US,Venezuela,2004,16.95,6220,2,0,12189400,5.599999905,294.06312,1,0,0,4204.499,6,10645
US,Venezuela,2005,10.05,10645,3,0,12564300,5.199999809,296.820296,1,0,0,4204.499,6,11341
US,Venezuela,2006,12.27,11341,4,0,12898400,4.699999809,299.56447,0,0,0,4204.499,5,10692
US,Venezuela,2007,10.36,10692,5,0,13144400,4.699999809,302.284564,0,0,0,4204.499,5,10514
US,Venezuela,2008,18.92,10514,5,0,13097200,5.900000095,304.989064,0,0,0,4204.499,5,11154
US,Venezuela,2009,6.98,11154,4,0,12690000,9.399999619,307.686729,0,0,0,4204.499,-3,9409
US,Venezuela,2010,10.81,9409,5,0,12992000,9.699999809,310.383948,0,0,0,4204.499,-3,9183
US,Viet Nam,1993,1.67,59614,1,0,8448100,7,260.803255,0,0,0,13715.75,-7,41345
US,Viet Nam,1994,1.28,41345,2,0,8795700,6.199999809,263.46898,0,0,0,13715.75,-7,41752
US,Viet Nam,1997,187.54,38511,3,0,9783200,5,272.64334,0,0,0,13715.75,-7,17635
US,Viet Nam,1998,0.48,17635,2,0,10213800,4.599999905,275.986072,0,0,0,13715.75,-7,20335
US,Viet Nam,1999,12.92,20335,1,0,10711100,4.300000191,279.30003,0,0,0,13715.75,-7,26553
US,Viet Nam,2000,11.16,26553,0,0,11158100,4.099999905,282.49631,0,0,0,13715.75,-7,35419
US,Viet Nam,2001,31.95,35419,0,0,11280100,4.800000191,285.544778,0,0,0,13715.75,-7,33563
US,Viet Nam,2002,43.68,33563,1,0,11486300,5.900000095,288.467308,0,0,0,13715.75,-7,22087
US,Viet Nam,2003,50.81,22087,2,0,11779500,6.099999905,291.290823,0,0,0,13715.75,-7,31524
US,Viet Nam,2004,48.29,31524,2,0,12189400,5.599999905,294.06312,0,0,0,13715.75,-7,32784
US,Viet Nam,2005,47.7,32784,3,0,12564300,5.199999809,296.820296,0,0,0,13715.75,-7,30695
US,Viet Nam,2006,56.1,30695,4,0,12898400,4.699999809,299.56447,0,0,0,13715.75,-7,28691
US,Viet Nam,2007,79.5,28691,5,0,13144400,4.699999809,302.284564,0,0,0,13715.75,-7,31497
US,Viet Nam,2008,93.75,31497,5,0,13097200,5.900000095,304.989064,0,0,0,13715.75,-7,29234
US,Viet Nam,2009,113.35,29234,4,0,12690000,9.399999619,307.686729,0,0,0,13715.75,-7,30632
US,Viet Nam,2010,113.87,30632,5,0,12992000,9.699999809,310.383948,0,0,0,13715.75,-7,34157
US,Yemen,1993,22.58,1793,1,0,8448100,7,260.803255,0,0,0,12630.03,-2,741
US,Yemen,1994,4.88,741,2,1,8795700,6.199999809,263.46898,0,0,0,12630.03,-2,1501
US,Yemen,1995,11.55,1501,3,0,9019900,5.699999809,266.323717,0,0,0,12630.03,-2,2209
US,Yemen,1996,0.24,2209,4,0,9361400,5.5,269.393632,0,0,0,12630.03,-2,1661
US,Yemen,1997,7.11,1661,3,0,9783200,5,272.64334,0,0,0,12630.03,-2,1857
US,Yemen,1998,4.63,1857,2,0,10213800,4.599999905,275.986072,0,0,0,12630.03,-2,1160
US,Yemen,1999,61.39,1160,1,0,10711100,4.300000191,279.30003,0,0,0,12630.03,-2,1789
US,Yemen,2000,108.59,1789,0,0,11158100,4.099999905,282.49631,0,0,0,12630.03,-2,1607
US,Yemen,2001,57.57,1607,0,0,11280100,4.800000191,285.544778,0,0,0,12630.03,-2,1227
US,Yemen,2002,59.08,1227,1,0,11486300,5.900000095,288.467308,0,0,0,12630.03,-2,1382
US,Yemen,2003,37.46,1382,2,0,11779500,6.099999905,291.290823,0,0,0,12630.03,-2,1760
US,Yemen,2004,70.55,1760,2,1,12189400,5.599999905,294.06312,0,0,0,12630.03,-2,3366
US,Yemen,2005,17.82,3366,3,1,12564300,5.199999809,296.820296,0,0,0,12630.03,-2,4308
US,Yemen,2006,41.52,4308,4,1,12898400,4.699999809,299.56447,0,0,0,12630.03,-2,2396
US,Yemen,2007,26.85,2396,5,1,13144400,4.699999809,302.284564,0,0,0,12630.03,-2,1872
US,Yemen,2008,33.52,1872,5,1,13097200,5.900000095,304.989064,0,0,0,12630.03,-2,3134
US,Yemen,2009,183.99,3134,4,1,12690000,9.399999619,307.686729,0,0,0,12630.03,-2,3591
US,Yemen,2010,111.26,3591,5,1,12992000,9.699999809,310.383948,0,0,0,12630.03,-2,3361
US,Zambia,1997,77,262,3,0,9783200,5,272.64334,0,0,1,13702.22,1,212
US,Zambia,1998,31.69,212,2,0,10213800,4.599999905,275.986072,0,0,1,13702.22,1,143
US,Zambia,1999,37.29,143,1,0,10711100,4.300000191,279.30003,0,0,1,13702.22,1,211
US,Zambia,2000,62.88,211,0,0,11158100,4.099999905,282.49631,0,0,1,13702.22,1,295
US,Zambia,2001,53.64,295,0,0,11280100,4.800000191,285.544778,0,0,1,13702.22,5,308
US,Zambia,2002,93.58,308,1,0,11486300,5.900000095,288.467308,0,0,1,13702.22,5,280
US,Zambia,2003,91.92,280,2,0,11779500,6.099999905,291.290823,0,0,1,13702.22,5,359
US,Zambia,2004,126.77,359,2,0,12189400,5.599999905,294.06312,0,0,1,13702.22,5,499
US,Zambia,2005,164.94,499,3,0,12564300,5.199999809,296.820296,0,0,1,13702.22,5,672
US,Zambia,2006,426.8,672,4,0,12898400,4.699999809,299.56447,0,0,1,13702.22,5,576
US,Zambia,2007,230.04,576,5,0,13144400,4.699999809,302.284564,0,0,1,13702.22,5,613
US,Zambia,2008,288.71,613,5,0,13097200,5.900000095,304.989064,1,0,1,13702.22,7,704
US,Zambia,2009,311.08,704,4,0,12690000,9.399999619,307.686729,1,0,1,13702.22,7,628
US,Zambia,2010,314.54,628,5,0,12992000,9.699999809,310.383948,1,0,1,13702.22,7,652
US,Zimbabwe,1997,24.81,274,3,0,9783200,5,272.64334,0,0,1,14160.55,-6,186
US,Zimbabwe,1998,34.81,186,2,0,10213800,4.599999905,275.986072,0,0,1,14160.55,-6,184
US,Zimbabwe,1999,22.01,184,1,0,10711100,4.300000191,279.30003,0,0,1,14160.55,-3,322
US,Zimbabwe,2000,27.47,322,0,0,11158100,4.099999905,282.49631,0,0,1,14160.55,-3,475
US,Zimbabwe,2001,30.46,475,0,0,11280100,4.800000191,285.544778,0,0,1,14160.55,-4,484
US,Zimbabwe,2002,75.23,484,1,0,11486300,5.900000095,288.467308,0,0,1,14160.55,-4,358
US,Zimbabwe,2003,46.33,358,2,0,11779500,6.099999905,291.290823,0,0,1,14160.55,-4,628
US,Zimbabwe,2004,29.28,628,2,0,12189400,5.599999905,294.06312,0,0,1,14160.55,-4,923
US,Zimbabwe,2005,56.78,923,3,0,12564300,5.199999809,296.820296,0,0,1,14160.55,-4,1049
US,Zimbabwe,2006,30.91,1049,4,0,12898400,4.699999809,299.56447,0,0,1,14160.55,-4,1057
US,Zimbabwe,2007,163.89,1057,5,0,13144400,4.699999809,302.284564,0,0,1,14160.55,-4,953
US,Zimbabwe,2008,256.81,953,5,0,13097200,5.900000095,304.989064,0,0,1,14160.55,-4,983
US,Zimbabwe,2009,311.48,983,4,0,12690000,9.399999619,307.686729,0,0,1,14160.55,1,1274
US,Zimbabwe,2010,223.25,1274,5,0,12992000,9.699999809,310.383948,0,0,1,14160.55,1,1016
