Donor,Recipient,Year,dAid,rInflow,dRestrict,rConflict,dGDP,dUnemployment,dPopulation,rDemo,drColonly,drLanguage,drDistance,polity2,rInflowLead
US,Rwanda,2000,38.04,6863,0,0,11158100,4.099999905,282.49631,0,0,1,12962.79,-4,6628
US,Rwanda,2001,37.97,6628,0,1,11280100,4.800000191,285.544778,0,0,1,12962.79,-4,4887
US,Rwanda,2002,57.52,4887,1,0,11486300,5.900000095,288.467308,0,0,1,12962.79,-4,3655
US,Rwanda,2003,57.13,3655,2,0,11779500,6.099999905,291.290823,0,0,1,12962.79,-3,4571
US,Rwanda,2004,69.65,4571,2,0,12189400,5.599999905,294.06312,0,0,1,12962.79,-3,7103
US,Rwanda,2005,86.07,7103,3,0,12564300,5.199999809,296.820296,0,0,1,12962.79,-3,7137
US,Rwanda,2006,113.89,7137,4,0,12898400,4.699999809,299.56447,0,0,1,12962.79,-3,5802
US,Rwanda,2007,136.89,5802,5,0,13144400,4.699999809,302.284564,0,0,1,12962.79,-3,4930
US,Rwanda,2008,189.11,4930,5,0,13097200,5.900000095,304.989064,0,0,1,12962.79,-3,4910
US,Rwanda,2009,180.55,4910,4,0,12690000,9.399999619,307.686729,0,0,1,12962.79,-3,4003
US,Rwanda,2010,181.32,4003,5,0,12992000,9.699999809,310.383948,0,0,1,12962.79,-4,3882
US,Saudi Arabia,2001,0.01,1178,0,0,11280100,4.800000191,285.544778,0,0,0,11715.97,-10,1014
US,Saudi Arabia,2003,0.15,735,2,1,11779500,6.099999905,291.290823,0,0,0,11715.97,-10,906
US,Saudi Arabia,2004,0.27,906,2,1,12189400,5.599999905,294.06312,0,0,0,11715.97,-10,1210
US,Saudi Arabia,2005,0.5,1210,3,1,12564300,5.199999809,296.820296,0,0,0,11715.97,-10,1542
US,Saudi Arabia,2006,0.45,1542,4,1,12898400,4.699999809,299.56447,0,0,0,11715.97,-10,1171
US,Saudi Arabia,2007,0.63,1171,5,1,13144400,4.699999809,302.284564,0,0,0,11715.97,-10,1194
US,Senegal,1997,31.7,435,3,1,9783200,5,272.64334,0,0,0,7825.112,-1,372
US,Senegal,1998,28.33,372,2,1,10213800,4.599999905,275.986072,0,0,0,7825.112,-1,368
US,Senegal,1999,42.04,368,1,1,10711100,4.300000191,279.30003,0,0,0,7825.112,-1,554
US,Senegal,2000,53.24,554,0,0,11158100,4.099999905,282.49631,1,0,0,7825.112,8,663
US,Senegal,2001,34.74,663,0,0,11280100,4.800000191,285.544778,1,0,0,7825.112,8,530
US,Senegal,2002,44.9,530,1,0,11486300,5.900000095,288.467308,1,0,0,7825.112,8,522
US,Senegal,2003,57.28,522,2,0,11779500,6.099999905,291.290823,1,0,0,7825.112,8,769
US,Senegal,2004,54.5,769,2,0,12189400,5.599999905,294.06312,1,0,0,7825.112,8,913
US,Senegal,2005,53.79,913,3,0,12564300,5.199999809,296.820296,1,0,0,7825.112,8,1367
US,Senegal,2006,61.16,1367,4,0,12898400,4.699999809,299.56447,1,0,0,7825.112,8,1024
US,Senegal,2007,65.43,1024,5,0,13144400,4.699999809,302.284564,1,0,0,7825.112,7,1149
US,Senegal,2008,101.5,1149,5,0,13097200,5.900000095,304.989064,1,0,0,7825.112,7,1524
US,Senegal,2009,112.44,1524,4,0,12690000,9.399999619,307.686729,1,0,0,7825.112,7,1285
US,Senegal,2010,661.68,1285,5,0,12992000,9.699999809,310.383948,1,0,0,7825.112,7,1424
US,Sierra Leone,1997,15,1879,3,3,9783200,5,272.64334,0,0,1,8607.078,0,952
US,Sierra Leone,1998,21.04,952,2,3,10213800,4.599999905,275.986072,0,0,1,8607.078,0,970
US,Sierra Leone,1999,21.39,970,1,3,10711100,4.300000191,279.30003,0,0,1,8607.078,0,1585
US,Sierra Leone,2000,39.47,1585,0,3,11158100,4.099999905,282.49631,0,0,1,8607.078,0,1878
US,Sierra Leone,2001,52.99,1878,0,3,11280100,4.800000191,285.544778,0,0,1,8607.078,2,2246
US,Sierra Leone,2002,88.6,2246,1,0,11486300,5.900000095,288.467308,0,0,1,8607.078,5,1492
US,Sierra Leone,2003,80.16,1492,2,0,11779500,6.099999905,291.290823,0,0,1,8607.078,5,1596
US,Sierra Leone,2004,43.43,1596,2,0,12189400,5.599999905,294.06312,0,0,1,8607.078,5,2731
US,Sierra Leone,2005,31.88,2731,3,0,12564300,5.199999809,296.820296,0,0,1,8607.078,5,3572
US,Sierra Leone,2006,24.77,3572,4,0,12898400,4.699999809,299.56447,0,0,1,8607.078,5,1999
US,Sierra Leone,2007,22.77,1999,5,0,13144400,4.699999809,302.284564,1,0,1,8607.078,7,2795
US,Sierra Leone,2008,12.74,2795,5,0,13097200,5.900000095,304.989064,1,0,1,8607.078,7,2687
US,Sierra Leone,2009,18.73,2687,4,0,12690000,9.399999619,307.686729,1,0,1,8607.078,7,2011
US,Sierra Leone,2010,22.12,2011,5,0,12992000,9.699999809,310.383948,1,0,1,8607.078,7,1985
US,Slovenia,2001,0.17,142,0,0,11280100,4.800000191,285.544778,1,0,0,8220.779,10,140
US,Slovenia,2002,0.29,140,1,0,11486300,5.900000095,288.467308,1,0,0,8220.779,10,64
US,Solomon Islands,2000,1.31,7,0,1,11158100,4.099999905,282.49631,0,0,1,12139.82,0,7
US,Solomon Islands,2001,0.06,7,0,1,11280100,4.800000191,285.544778,0,0,1,12139.82,0,7
US,Solomon Islands,2002,0.06,7,1,1,11486300,5.900000095,288.467308,0,0,1,12139.82,0,5
US,Solomon Islands,2004,0.04,6,2,0,12189400,5.599999905,294.06312,1,0,1,12139.82,8,3
US,Solomon Islands,2005,0.04,3,3,0,12564300,5.199999809,296.820296,1,0,1,12139.82,8,5
US,Solomon Islands,2006,0.03,5,4,0,12898400,4.699999809,299.56447,1,0,1,12139.82,8,10
US,Solomon Islands,2007,0.34,10,5,0,13144400,4.699999809,302.284564,1,0,1,12139.82,8,7
US,Somalia,1997,5.14,4004,3,5,9783200,5,272.64334,0,0,1,13616.1,0,2623
US,Somalia,1998,14.62,2623,2,5,10213800,4.599999905,275.986072,0,0,1,13616.1,0,1690
US,Somalia,1999,17.1,1690,1,5,10711100,4.300000191,279.30003,0,0,1,13616.1,0,2393
US,Somalia,2000,28.14,2393,0,5,11158100,4.099999905,282.49631,0,0,1,13616.1,0,3007
US,Somalia,2001,31.21,3007,0,5,11280100,4.800000191,285.544778,0,0,1,13616.1,0,4535
US,Somalia,2002,43.21,4535,1,5,11486300,5.900000095,288.467308,0,0,1,13616.1,0,2444
US,Somalia,2003,39.32,2444,2,5,11779500,6.099999905,291.290823,0,0,1,13616.1,0,3929
US,Somalia,2004,36.76,3929,2,5,12189400,5.599999905,294.06312,0,0,1,13616.1,0,5829
US,Somalia,2005,49.1,5829,3,5,12564300,5.199999809,296.820296,0,0,1,13616.1,0,9462
US,Somalia,2006,119.35,9462,4,5,12898400,4.699999809,299.56447,0,0,1,13616.1,0,6251
US,Somalia,2007,95.13,6251,5,5,13144400,4.699999809,302.284564,0,0,1,13616.1,0,10745
US,Somalia,2008,333.98,10745,5,5,13097200,5.900000095,304.989064,0,0,1,13616.1,0,13390
US,Somalia,2009,191.65,13390,4,5,12690000,9.399999619,307.686729,0,0,1,13616.1,0,4558
US,Somalia,2010,68.59,4558,5,5,12992000,9.699999809,310.383948,0,0,1,13616.1,0,4451
US,South Africa,1997,92.81,2091,3,0,9783200,5,272.64334,1,0,1,14418.61,9,1897
US,South Africa,1998,102.79,1897,2,0,10213800,4.599999905,275.986072,1,0,1,14418.61,9,1577
US,South Africa,1999,72.06,1577,1,0,10711100,4.300000191,279.30003,1,0,1,14418.61,9,2824
US,South Africa,2000,70.99,2824,0,0,11158100,4.099999905,282.49631,1,0,1,14418.61,9,4090
US,South Africa,2001,71.16,4090,0,0,11280100,4.800000191,285.544778,1,0,1,14418.61,9,3861
US,South Africa,2002,75.81,3861,1,0,11486300,5.900000095,288.467308,1,0,1,14418.61,9,2210
US,South Africa,2003,99.52,2210,2,0,11779500,6.099999905,291.290823,1,0,1,14418.61,9,3370
US,South Africa,2004,148.03,3370,2,0,12189400,5.599999905,294.06312,1,0,1,14418.61,9,4536
US,South Africa,2005,192.58,4536,3,0,12564300,5.199999809,296.820296,1,0,1,14418.61,9,3201
US,South Africa,2006,284.67,3201,4,0,12898400,4.699999809,299.56447,1,0,1,14418.61,9,2988
US,South Africa,2007,438.1,2988,5,0,13144400,4.699999809,302.284564,1,0,1,14418.61,9,2723
US,South Africa,2008,614.21,2723,5,0,13097200,5.900000095,304.989064,1,0,1,14418.61,9,3171
US,South Africa,2009,597.87,3171,4,0,12690000,9.399999619,307.686729,1,0,1,14418.61,9,2758
US,South Africa,2010,551.71,2758,5,0,12992000,9.699999809,310.383948,1,0,1,14418.61,9,2649
US,Sri Lanka,1997,19.44,1126,3,5,9783200,5,272.64334,0,0,0,14725,5,1084
US,Sri Lanka,1998,23.81,1084,2,5,10213800,4.599999905,275.986072,0,0,0,14725,5,899
US,Sri Lanka,1999,20.56,899,1,5,10711100,4.300000191,279.30003,0,0,0,14725,5,1118
US,Sri Lanka,2000,11.88,1118,0,5,11158100,4.099999905,282.49631,0,0,0,14725,5,1505
US,Sri Lanka,2001,27.29,1505,0,5,11280100,4.800000191,285.544778,1,0,0,14725,6,1529
US,Sri Lanka,2002,26.7,1529,1,5,11486300,5.900000095,288.467308,1,0,0,14725,6,1246
US,Sri Lanka,2003,30.6,1246,2,5,11779500,6.099999905,291.290823,0,0,0,14725,5,1431
US,Sri Lanka,2004,39.98,1431,2,5,12189400,5.599999905,294.06312,0,0,0,14725,5,1894
US,Sri Lanka,2005,196.52,1894,3,5,12564300,5.199999809,296.820296,0,0,0,14725,5,2192
US,Sri Lanka,2006,48.33,2192,4,5,12898400,4.699999809,299.56447,1,0,0,14725,6,1831
US,Sri Lanka,2007,47.61,1831,5,5,13144400,4.699999809,302.284564,1,0,0,14725,6,1935
US,Sri Lanka,2008,78.04,1935,5,5,13097200,5.900000095,304.989064,1,0,0,14725,6,2009
US,Sri Lanka,2009,81.11,2009,4,5,12690000,9.399999619,307.686729,0,0,0,14725,5,2036
US,Sri Lanka,2010,92.52,2036,5,5,12992000,9.699999809,310.383948,0,0,0,14725,3,2053
US,Sudan,1997,15.45,2028,3,6,9783200,5,272.64334,0,0,0,11800.49,-7,1158
US,Sudan,1998,38.05,1158,2,6,10213800,4.599999905,275.986072,0,0,0,11800.49,-7,1346
US,Sudan,1999,122.85,1346,1,6,10711100,4.300000191,279.30003,0,0,0,11800.49,-7,1531
US,Sudan,2000,61.15,1531,0,6,11158100,4.099999905,282.49631,0,0,0,11800.49,-7,1650
US,Sudan,2001,69.44,1650,0,6,11280100,4.800000191,285.544778,0,0,0,11800.49,-7,2921
US,Sudan,2002,162.82,2921,1,6,11486300,5.900000095,288.467308,0,0,0,11800.49,-6,1883
US,Sudan,2003,237.46,1883,2,6,11779500,6.099999905,291.290823,0,0,0,11800.49,-6,3211
US,Sudan,2004,582.51,3211,2,5,12189400,5.599999905,294.06312,0,0,0,11800.49,-6,5231
US,Sudan,2005,1039.83,5231,3,5,12564300,5.199999809,296.820296,0,0,0,11800.49,-4,5504
US,Sudan,2006,905.71,5504,4,5,12898400,4.699999809,299.56447,0,0,0,11800.49,-4,2930
US,Sudan,2007,863.91,2930,5,5,13144400,4.699999809,302.284564,0,0,0,11800.49,-4,3598
US,Sudan,2008,1068.6,3598,5,5,13097200,5.900000095,304.989064,0,0,0,11800.49,-4,3577
US,Sudan,2009,1242.48,3577,4,5,12690000,9.399999619,307.686729,0,0,0,11800.49,-4,2397
US,Sudan,2010,833.28,2397,5,5,12992000,9.699999809,310.383948,0,0,0,11800.49,-2,2628
US,Suriname,1997,0.77,191,3,0,9783200,5,272.64334,0,0,0,5410.951,5,143
US,Suriname,1998,0.72,143,2,0,10213800,4.599999905,275.986072,0,0,0,5410.951,5,141
US,Suriname,1999,0.84,141,1,0,10711100,4.300000191,279.30003,0,0,0,5410.951,5,256
US,Suriname,2000,1.41,256,0,0,11158100,4.099999905,282.49631,0,0,0,5410.951,5,245
US,Suriname,2001,1.09,245,0,0,11280100,4.800000191,285.544778,0,0,0,5410.951,5,247
US,Suriname,2002,1.13,247,1,0,11486300,5.900000095,288.467308,0,0,0,5410.951,5,180
US,Suriname,2003,1.44,180,2,0,11779500,6.099999905,291.290823,0,0,0,5410.951,5,166
US,Suriname,2004,1.6,166,2,0,12189400,5.599999905,294.06312,0,0,0,5410.951,5,300
US,Suriname,2005,1.31,300,3,0,12564300,5.199999809,296.820296,0,0,0,5410.951,5,314
US,Suriname,2006,1.66,314,4,0,12898400,4.699999809,299.56447,0,0,0,5410.951,5,197
US,Suriname,2007,1.53,197,5,0,13144400,4.699999809,302.284564,0,0,0,5410.951,5,218
US,Suriname,2008,1.58,218,5,0,13097200,5.900000095,304.989064,0,0,0,5410.951,5,227
US,Suriname,2009,2.42,227,4,0,12690000,9.399999619,307.686729,0,0,0,5410.951,5,216
US,Suriname,2010,1.57,216,5,0,12992000,9.699999809,310.383948,0,0,0,5410.951,5,196
US,Swaziland,1998,2.23,8,2,0,10213800,4.599999905,275.986072,0,0,1,14706.24,-9,8
US,Swaziland,1999,4.46,8,1,0,10711100,4.300000191,279.30003,0,0,1,14706.24,-9,12
US,Swaziland,2000,0.49,12,0,0,11158100,4.099999905,282.49631,0,0,1,14706.24,-9,18
US,Swaziland,2001,0.08,18,0,0,11280100,4.800000191,285.544778,0,0,1,14706.24,-9,12
US,Swaziland,2002,0.12,12,1,0,11486300,5.900000095,288.467308,0,0,1,14706.24,-9,23
US,Swaziland,2003,1.74,23,2,0,11779500,6.099999905,291.290823,0,0,1,14706.24,-9,15
US,Swaziland,2004,2.22,15,2,0,12189400,5.599999905,294.06312,0,0,1,14706.24,-9,16
US,Swaziland,2005,1.85,16,3,0,12564300,5.199999809,296.820296,0,0,1,14706.24,-9,11
US,Swaziland,2006,4.04,11,4,0,12898400,4.699999809,299.56447,0,0,1,14706.24,-9,13
US,Swaziland,2007,9.26,13,5,0,13144400,4.699999809,302.284564,0,0,1,14706.24,-9,18
US,Swaziland,2008,15.93,18,5,0,13097200,5.900000095,304.989064,0,0,1,14706.24,-9,42
US,Swaziland,2009,25.26,42,4,0,12690000,9.399999619,307.686729,0,0,1,14706.24,-9,22
US,Swaziland,2010,42.76,22,5,0,12992000,9.699999809,310.383948,0,0,1,14706.24,-9,19
US,Syrian Arab Republic,2001,0.03,3350,0,0,11280100,4.800000191,285.544778,0,0,0,10376.09,-7,2557
US,Syrian Arab Republic,2002,0.06,2557,1,0,11486300,5.900000095,288.467308,0,0,0,10376.09,-7,1938
US,Syrian Arab Republic,2004,0.04,2256,2,0,12189400,5.599999905,294.06312,0,0,0,10376.09,-7,2831
US,Syrian Arab Republic,2005,0.45,2831,3,0,12564300,5.199999809,296.820296,0,0,0,10376.09,-7,2918
US,Syrian Arab Republic,2006,3.19,2918,4,0,12898400,4.699999809,299.56447,0,0,0,10376.09,-7,2385
US,Syrian Arab Republic,2007,9.91,2385,5,0,13144400,4.699999809,302.284564,0,0,0,10376.09,-7,2641
US,Syrian Arab Republic,2008,42.1,2641,5,0,13097200,5.900000095,304.989064,0,0,0,10376.09,-7,2442
US,Syrian Arab Republic,2009,18.09,2442,4,0,12690000,9.399999619,307.686729,0,0,0,10376.09,-7,2555
US,Syrian Arab Republic,2010,31.22,2555,5,0,12992000,9.699999809,310.383948,0,0,0,10376.09,-7,2785
US,Tajikistan,1997,18.26,311,3,3,9783200,5,272.64334,0,0,0,11220.49,-5,66
US,Tajikistan,1998,19.87,66,2,3,10213800,4.599999905,275.986072,0,0,0,11220.49,-1,104
US,Tajikistan,1999,49.75,104,1,0,10711100,4.300000191,279.30003,0,0,0,11220.49,-1,156
US,Tajikistan,2000,41.85,156,0,0,11158100,4.099999905,282.49631,0,0,0,11220.49,-1,187
US,Tajikistan,2001,55.4,187,0,0,11280100,4.800000191,285.544778,0,0,0,11220.49,-1,181
US,Tajikistan,2002,167.23,181,1,0,11486300,5.900000095,288.467308,0,0,0,11220.49,-1,137
US,Tajikistan,2003,64.24,137,2,0,11779500,6.099999905,291.290823,0,0,0,11220.49,-3,167
US,Tajikistan,2004,57.88,167,2,0,12189400,5.599999905,294.06312,0,0,0,11220.49,-3,207
US,Tajikistan,2005,72.07,207,3,0,12564300,5.199999809,296.820296,0,0,0,11220.49,-3,239
US,Tajikistan,2006,50.65,239,4,0,12898400,4.699999809,299.56447,0,0,0,11220.49,-3,172
US,Tajikistan,2007,34.59,172,5,0,13144400,4.699999809,302.284564,0,0,0,11220.49,-3,231
US,Tajikistan,2008,76.01,231,5,0,13097200,5.900000095,304.989064,0,0,0,11220.49,-3,265
US,Tajikistan,2009,50.75,265,4,0,12690000,9.399999619,307.686729,0,0,0,11220.49,-3,299
US,Tajikistan,2010,70.52,299,5,0,12992000,9.699999809,310.383948,0,0,0,11220.49,-3,382
US,Tanzania,1997,27.11,399,3,0,9783200,5,272.64334,0,0,1,13825.69,-1,339
US,Tanzania,1998,47.42,339,2,0,10213800,4.599999905,275.986072,0,0,1,13825.69,-1,313
US,Tanzania,1999,88.94,313,1,0,10711100,4.300000191,279.30003,0,0,1,13825.69,-1,480
US,Tanzania,2000,44.57,480,0,0,11158100,4.099999905,282.49631,0,0,1,13825.69,-1,476
US,Tanzania,2001,50.13,476,0,0,11280100,4.800000191,285.544778,0,0,1,13825.69,-1,577
US,Tanzania,2002,101.18,577,1,0,11486300,5.900000095,288.467308,0,0,1,13825.69,-1,554
US,Tanzania,2003,94.81,554,2,0,11779500,6.099999905,291.290823,0,0,1,13825.69,-1,747
US,Tanzania,2004,119.14,747,2,0,12189400,5.599999905,294.06312,0,0,1,13825.69,-1,829
US,Tanzania,2005,150.14,829,3,0,12564300,5.199999809,296.820296,0,0,1,13825.69,-1,949
US,Tanzania,2006,201.75,949,4,0,12898400,4.699999809,299.56447,0,0,1,13825.69,-1,832
US,Tanzania,2007,272.95,832,5,0,13144400,4.699999809,302.284564,0,0,1,13825.69,-1,838
US,Tanzania,2008,1116.73,838,5,0,13097200,5.900000095,304.989064,0,0,1,13825.69,-1,2773
US,Tanzania,2009,414.13,2773,4,0,12690000,9.399999619,307.686729,0,0,1,13825.69,-1,1850
US,Tanzania,2010,438.42,1850,5,0,12992000,9.699999809,310.383948,0,0,1,13825.69,-1,1427
US,Thailand,1993,20.69,6654,1,0,8448100,7,260.803255,1,0,0,13936.19,9,5489
US,Thailand,1994,20.75,5489,2,0,8795700,6.199999809,263.46898,1,0,0,13936.19,9,5136
US,Thailand,1995,12.08,5136,3,0,9019900,5.699999809,266.323717,1,0,0,13936.19,9,4306
US,Thailand,1996,9.2,4306,4,0,9361400,5.5,269.393632,1,0,0,13936.19,9,3092
US,Thailand,1997,5.88,3092,3,0,9783200,5,272.64334,1,0,0,13936.19,9,3090
US,Thailand,1998,4.22,3090,2,0,10213800,4.599999905,275.986072,1,0,0,13936.19,9,2366
US,Thailand,1999,10.21,2366,1,0,10711100,4.300000191,279.30003,1,0,0,13936.19,9,3753
US,Thailand,2000,23.48,3753,0,0,11158100,4.099999905,282.49631,1,0,0,13936.19,9,4245
US,Thailand,2001,26.66,4245,0,0,11280100,4.800000191,285.544778,1,0,0,13936.19,9,4144
US,Thailand,2002,55.68,4144,1,0,11486300,5.900000095,288.467308,1,0,0,13936.19,9,3126
US,Thailand,2003,35.91,3126,2,1,11779500,6.099999905,291.290823,1,0,0,13936.19,9,4318
US,Thailand,2004,23.62,4318,2,1,12189400,5.599999905,294.06312,1,0,0,13936.19,9,5505
US,Thailand,2005,46.17,5505,3,1,12564300,5.199999809,296.820296,1,0,0,13936.19,9,11750
US,Thailand,2006,51.05,11750,4,1,12898400,4.699999809,299.56447,0,0,0,13936.19,-5,8751
US,Thailand,2007,64.21,8751,5,1,13144400,4.699999809,302.284564,0,0,0,13936.19,-1,6637
US,Thailand,2008,59.39,6637,5,1,13097200,5.900000095,304.989064,0,0,0,13936.19,4,10444
US,Thailand,2009,73.32,10444,4,1,12690000,9.399999619,307.686729,0,0,0,13936.19,4,9384
US,Thailand,2010,83.8,9384,5,1,12992000,9.699999809,310.383948,0,0,0,13936.19,4,9962
US,Togo,1997,1.91,221,3,0,9783200,5,272.64334,0,0,0,9887.033,-2,246
US,Togo,1998,2.18,246,2,0,10213800,4.599999905,275.986072,0,0,0,9887.033,-2,254
US,Togo,1999,7.97,254,1,0,10711100,4.300000191,279.30003,0,0,0,9887.033,-2,386
US,Togo,2000,2.23,386,0,0,11158100,4.099999905,282.49631,0,0,0,9887.033,-2,487
US,Togo,2001,5.37,487,0,0,11280100,4.800000191,285.544778,0,0,0,9887.033,-2,935
US,Togo,2002,5.56,935,1,0,11486300,5.900000095,288.467308,0,0,0,9887.033,-2,1187
US,Togo,2003,6.63,1187,2,0,11779500,6.099999905,291.290823,0,0,0,9887.033,-2,2041
US,Togo,2004,4.33,2041,2,0,12189400,5.599999905,294.06312,0,0,0,9887.033,-2,1523
US,Togo,2005,3.13,1523,3,0,12564300,5.199999809,296.820296,0,0,0,9887.033,-4,1720
US,Togo,2006,2.65,1720,4,0,12898400,4.699999809,299.56447,0,0,0,9887.033,-4,1565
US,Togo,2007,8.68,1565,5,0,13144400,4.699999809,302.284564,0,0,0,9887.033,-4,1661
US,Togo,2008,3.56,1661,5,0,13097200,5.900000095,304.989064,0,0,0,9887.033,-4,1680
US,Togo,2009,4.97,1680,4,0,12690000,9.399999619,307.686729,0,0,0,9887.033,-4,1563
US,Togo,2010,4.25,1563,5,0,12992000,9.699999809,310.383948,0,0,0,9887.033,-2,1506
US,Trinidad and Tobago,2000,1.58,6635,0,0,11158100,4.099999905,282.49631,1,0,1,4540.55,10,6618
US,Trinidad and Tobago,2001,1.71,6618,0,0,11280100,4.800000191,285.544778,1,0,1,4540.55,10,5738
US,Trinidad and Tobago,2002,0.78,5738,1,0,11486300,5.900000095,288.467308,1,0,1,4540.55,10,4138
US,Trinidad and Tobago,2003,0.25,4138,2,0,11779500,6.099999905,291.290823,1,0,1,4540.55,10,5384
US,Trinidad and Tobago,2004,3.03,5384,2,0,12189400,5.599999905,294.06312,1,0,1,4540.55,10,6568
US,Trinidad and Tobago,2005,0.33,6568,3,0,12564300,5.199999809,296.820296,1,0,1,4540.55,10,8854
US,Trinidad and Tobago,2006,0.14,8854,4,0,12898400,4.699999809,299.56447,1,0,1,4540.55,10,6829
US,Trinidad and Tobago,2007,0.31,6829,5,0,13144400,4.699999809,302.284564,1,0,1,4540.55,10,5937
US,Trinidad and Tobago,2008,0.95,5937,5,0,13097200,5.900000095,304.989064,1,0,1,4540.55,10,6256
US,Trinidad and Tobago,2009,1.26,6256,4,0,12690000,9.399999619,307.686729,1,0,1,4540.55,10,5435
US,Trinidad and Tobago,2010,0.4,5435,5,0,12992000,9.699999809,310.383948,1,0,1,4540.55,10,5023
US,Tunisia,1998,0.03,200,2,0,10213800,4.599999905,275.986072,0,0,0,8625.711,-3,150
US,Tunisia,2001,0.03,438,0,0,11280100,4.800000191,285.544778,0,0,0,8625.711,-3,540
US,Tunisia,2002,0.18,540,1,0,11486300,5.900000095,288.467308,0,0,0,8625.711,-4,353
US,Tunisia,2003,0.04,353,2,0,11779500,6.099999905,291.290823,0,0,0,8625.711,-4,457
US,Tunisia,2004,0.55,457,2,0,12189400,5.599999905,294.06312,0,0,0,8625.711,-4,495
US,Tunisia,2005,0.18,495,3,0,12564300,5.199999809,296.820296,0,0,0,8625.711,-4,510
US,Tunisia,2006,0.29,510,4,0,12898400,4.699999809,299.56447,0,0,0,8625.711,-4,417
US,Tunisia,2007,0.57,417,5,0,13144400,4.699999809,302.284564,0,0,0,8625.711,-4,410
US,Tunisia,2008,0.78,410,5,0,13097200,5.900000095,304.989064,0,0,0,8625.711,-4,416
US,Tunisia,2009,2.09,416,4,0,12690000,9.399999619,307.686729,0,0,0,8625.711,-4,418
US,Tunisia,2010,0.92,418,5,0,12992000,9.699999809,310.383948,0,0,0,8625.711,-4,440
US,Turkey,1993,301.71,2204,1,3,8448100,7,260.803255,1,0,0,9705.772,8,1840
US,Turkey,1994,0.59,1840,2,3,8795700,6.199999809,263.46898,1,0,0,9705.772,8,2947
US,Turkey,1995,239.79,2947,3,3,9019900,5.699999809,266.323717,1,0,0,9705.772,8,3657
US,Turkey,1996,48.03,3657,4,3,9361400,5.5,269.393632,1,0,0,9705.772,8,3138
US,Turkey,1997,37.49,3138,3,3,9783200,5,272.64334,1,0,0,9705.772,7,2676
US,Turkey,1998,0.69,2676,2,3,10213800,4.599999905,275.986072,1,0,0,9705.772,7,2215
US,Turkey,1999,5.59,2215,1,3,10711100,4.300000191,279.30003,1,0,0,9705.772,7,2606
US,Turkey,2000,4.78,2606,0,0,11158100,4.099999905,282.49631,1,0,0,9705.772,7,3215
US,Turkey,2001,1.56,3215,0,0,11280100,4.800000191,285.544778,1,0,0,9705.772,7,3375
US,Turkey,2002,260.29,3375,1,0,11486300,5.900000095,288.467308,1,0,0,9705.772,7,3029
US,Turkey,2003,1264.05,3029,2,0,11779500,6.099999905,291.290823,1,0,0,9705.772,7,3835
US,Turkey,2004,12.64,3835,2,1,12189400,5.599999905,294.06312,1,0,0,9705.772,7,4614
US,Turkey,2005,19.05,4614,3,1,12564300,5.199999809,296.820296,1,0,0,9705.772,7,4941
US,Turkey,2006,5.13,4941,4,1,12898400,4.699999809,299.56447,1,0,0,9705.772,7,4425
US,Turkey,2007,13.04,4425,5,1,13144400,4.699999809,302.284564,1,0,0,9705.772,7,4210
US,Turkey,2008,12.34,4210,5,1,13097200,5.900000095,304.989064,1,0,0,9705.772,7,4958
US,Turkey,2009,13.13,4958,4,1,12690000,9.399999619,307.686729,1,0,0,9705.772,7,4483
US,Turkey,2010,22.17,4483,5,1,12992000,9.699999809,310.383948,1,0,0,9705.772,7,4403
US,Turkmenistan,1997,7.92,99,3,0,9783200,5,272.64334,0,0,0,10963.1,-9,44
US,Turkmenistan,1998,5.69,44,2,0,10213800,4.599999905,275.986072,0,0,0,10963.1,-9,65
US,Turkmenistan,1999,23.92,65,1,0,10711100,4.300000191,279.30003,0,0,0,10963.1,-9,97
US,Turkmenistan,2000,16.13,97,0,0,11158100,4.099999905,282.49631,0,0,0,10963.1,-9,94
US,Turkmenistan,2001,11.14,94,0,0,11280100,4.800000191,285.544778,0,0,0,10963.1,-9,93
US,Turkmenistan,2002,15.77,93,1,0,11486300,5.900000095,288.467308,0,0,0,10963.1,-9,84
US,Turkmenistan,2003,8.61,84,2,0,11779500,6.099999905,291.290823,0,0,0,10963.1,-9,117
US,Turkmenistan,2004,8.3,117,2,0,12189400,5.599999905,294.06312,0,0,0,10963.1,-9,148
US,Turkmenistan,2005,12.81,148,3,0,12564300,5.199999809,296.820296,0,0,0,10963.1,-9,248
US,Turkmenistan,2006,8.61,248,4,0,12898400,4.699999809,299.56447,0,0,0,10963.1,-9,217
US,Turkmenistan,2007,12.78,217,5,0,13144400,4.699999809,302.284564,0,0,0,10963.1,-9,274
US,Turkmenistan,2008,24.56,274,5,0,13097200,5.900000095,304.989064,0,0,0,10963.1,-9,290
US,Turkmenistan,2009,10.48,290,4,0,12690000,9.399999619,307.686729,0,0,0,10963.1,-9,224
US,Turkmenistan,2010,19.77,224,5,0,12992000,9.699999809,310.383948,0,0,0,10963.1,-9,260
US,Uganda,1997,69.96,398,3,2,9783200,5,272.64334,0,0,1,12956.73,-4,355
US,Uganda,1998,85.42,355,2,2,10213800,4.599999905,275.986072,0,0,1,12956.73,-4,250
US,Uganda,1999,97.21,250,1,2,10711100,4.300000191,279.30003,0,0,1,12956.73,-4,418
US,Uganda,2000,83.92,418,0,2,11158100,4.099999905,282.49631,0,0,1,12956.73,-4,457
